disease_id,icd9cm,name
4902,669.34,"ACUTE KIDNEY FAILURE FOLLOWING LABOR AND DELIVERY, POSTPARTUM CONDITION OR COMPLICATION"
4903,669.41,"OTHER COMPLICATIONS OF OBSTETRICAL SURGERY AND PROCEDURES, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4904,669.42,"OTHER COMPLICATIONS OF OBSTETRICAL SURGERY AND PROCEDURES, DELIVERED, WITH MENTION OF POSTPARTUM COMPLICATION"
4905,669.43,"OTHER COMPLICATIONS OF OBSTETRICAL SURGERY AND PROCEDURES, ANTEPARTUM CONDITION OR COMPLICATION"
4906,669.44,"OTHER COMPLICATIONS OF OBSTETRICAL SURGERY AND PROCEDURES, POSTPARTUM CONDITION OR COMPLICATION"
4907,669.51,"FORCEPS OR VACUUM EXTRACTOR DELIVERY WITHOUT MENTION OF INDICATION, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4908,669.70,"CESAREAN DELIVERY, WITHOUT MENTION OF INDICATION, UNSPECIFIED AS TO EPISODE OF CARE OR NOT APPLICABLE"
4909,669.71,"CESAREAN DELIVERY, WITHOUT MENTION OF INDICATION, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4910,669.81,"OTHER COMPLICATIONS OF LABOR AND DELIVERY, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4911,669.82,"OTHER COMPLICATIONS OF LABOR AND DELIVERY, DELIVERED, WITH MENTION OF POSTPARTUM COMPLICATION"
4912,669.84,"OTHER COMPLICATIONS OF LABOR AND DELIVERY, POSTPARTUM CONDITION OR COMPLICATION"
4913,670.00,"MAJOR PUERPERAL INFECTION, UNSPECIFIED AS TO EPISODE OF CARE OR NOT APPLICABLE"
4914,670.02,"MAJOR PUERPERAL INFECTION, DELIVERED, WITH MENTION OF POSTPARTUM COMPLICATION"
4915,670.04,"MAJOR PUERPERAL INFECTION, POSTPARTUM CONDITION OR COMPLICATION"
4917,671.01,"VARICOSE VEINS OF LEGS COMPLICATING PREGNANCY AND THE PUERPERIUM, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4918,671.03,"VARICOSE VEINS OF LEGS COMPLICATING PREGNANCY AND THE PUERPERIUM, ANTEPARTUM CONDITION OR COMPLICATION"
4919,671.10,"VARICOSE VEINS OF VULVA AND PERINEUM COMPLICATING PREGNANCY AND THE PUERPERIUM, UNSPECIFIED AS TO EPISODE OF CARE OR NOT APPLICABLE"
4920,671.11,"VARICOSE VEINS OF VULVA AND PERINEUM COMPLICATING PREGNANCY AND THE PUERPERIUM, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4921,671.13,"VARICOSE VEINS OF VULVA AND PERINEUM COMPLICATING PREGNANCY AND THE PUERPERIUM, ANTEPARTUM CONDITION OR COMPLICATION"
4922,671.21,"SUPERFICIAL THROMBOPHLEBITIS COMPLICATING PREGNANCY AND THE PUERPERIUM, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4923,671.22,"SUPERFICIAL THROMBOPHLEBITIS COMPLICATING PREGNANCY AND THE PUERPERIUM, DELIVERED, WITH MENTION OF POSTPARTUM COMPLICATION"
4924,671.23,"SUPERFICIAL THROMBOPHLEBITIS COMPLICATING PREGNANCY AND THE PUERPERIUM, ANTEPARTUM CONDITION OR COMPLICATION"
4925,671.24,"SUPERFICIAL THROMBOPHLEBITIS COMPLICATING PREGNANCY AND THE PUERPERIUM, POSTPARTUM CONDITION OR COMPLICATION"
4926,671.30,"DEEP PHLEBOTHROMBOSIS, ANTEPARTUM, UNSPECIFIED AS TO EPISODE OF CARE OR NOT APPLICABLE"
4927,671.31,"DEEP PHLEBOTHROMBOSIS, ANTEPARTUM, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4928,671.33,"DEEP PHLEBOTHROMBOSIS, ANTEPARTUM, ANTEPARTUM CONDITION OR COMPLICATION"
4929,671.42,"DEEP PHLEBOTHROMBOSIS, POSTPARTUM, DELIVERED, WITH MENTION OF POSTPARTUM COMPLICATION"
4930,671.44,"DEEP PHLEBOTHROMBOSIS, POSTPARTUM, POSTPARTUM CONDITION OR COMPLICATION"
4932,671.53,"OTHER PHLEBITIS AND THROMBOSIS COMPLICATING PREGNANCY AND THE PUERPERIUM, ANTEPARTUM CONDITION OR COMPLICATION"
4933,671.54,"OTHER PHLEBITIS AND THROMBOSIS COMPLICATING PREGNANCY AND THE PUERPERIUM, POSTPARTUM CONDITION OR COMPLICATION"
4934,671.81,"OTHER VENOUS COMPLICATIONS OF PREGNANCY AND THE PUERPERIUM, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4935,671.82,"OTHER VENOUS COMPLICATIONS OF PREGNANCY AND THE PUERPERIUM, DELIVERED, WITH MENTION OF POSTPARTUM COMPLICATION"
4936,671.83,"OTHER VENOUS COMPLICATIONS OF PREGNANCY AND THE PUERPERIUM, ANTEPARTUM CONDITION OR COMPLICATION"
4937,671.84,"OTHER VENOUS COMPLICATIONS OF PREGNANCY AND THE PUERPERIUM, POSTPARTUM CONDITION OR COMPLICATION"
4938,671.93,"UNSPECIFIED VENOUS COMPLICATION OF PREGNANCY AND THE PUERPERIUM, ANTEPARTUM CONDITION OR COMPLICATION"
4939,672.02,"PYREXIA OF UNKNOWN ORIGIN DURING THE PUERPERIUM, DELIVERED, WITH MENTION OF POSTPARTUM COMPLICATION"
4940,672.04,"PYREXIA OF UNKNOWN ORIGIN DURING THE PUERPERIUM, POSTPARTUM CONDITION OR COMPLICATION"
4941,673.23,"OBSTETRICAL BLOOD-CLOT EMBOLISM, ANTEPARTUM CONDITION OR COMPLICATION"
4942,673.24,"OBSTETRICAL BLOOD-CLOT EMBOLISM, POSTPARTUM CONDITION OR COMPLICATION"
4943,674.01,"CEREBROVASCULAR DISORDERS IN THE PUERPERIUM, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4944,674.03,"CEREBROVASCULAR DISORDERS IN THE PUERPERIUM, ANTEPARTUM CONDITION OR COMPLICATION"
4945,674.04,"CEREBROVASCULAR DISORDERS IN THE PUERPERIUM, POSTPARTUM CONDITION OR COMPLICATION"
4946,674.10,"DISRUPTION OF CESAREAN WOUND, UNSPECIFIED AS TO EPISODE OF CARE OR NOT APPLICABLE"
4947,674.12,"DISRUPTION OF CESAREAN WOUND, DELIVERED, WITH MENTION OF POSTPARTUM COMPLICATION"
4948,674.14,"DISRUPTION OF CESAREAN WOUND, POSTPARTUM CONDITION OR COMPLICATION"
4949,674.20,"DISRUPTION OF PERINEAL WOUND, UNSPECIFIED AS TO EPISODE OF CARE OR NOT APPLICABLE"
4950,674.22,"DISRUPTION OF PERINEAL WOUND, DELIVERED, WITH MENTION OF POSTPARTUM COMPLICATION"
4951,674.24,"DISRUPTION OF PERINEAL WOUND, POSTPARTUM CONDITION OR COMPLICATION"
4952,674.30,"OTHER COMPLICATIONS OF OBSTETRICAL SURGICAL WOUNDS, UNSPECIFIED AS TO EPISODE OF CARE OR NOT APPLICABLE"
4953,674.32,"OTHER COMPLICATIONS OF OBSTETRICAL SURGICAL WOUNDS, DELIVERED, WITH MENTION OF POSTPARTUM COMPLICATION"
4954,674.34,"OTHER COMPLICATIONS OF OBSTETRICAL SURGICAL WOUNDS, POSTPARTUM CONDITION OR COMPLICATION"
4955,674.54,"PERIPARTUM CARDIOMYOPATHY, POSTPARTUM CONDITION OR COMPLICATION"
4956,674.82,"OTHER COMPLICATIONS OF PUERPERIUM, DELIVERED, WITH MENTION OF POSTPARTUM COMPLICATION"
4957,674.84,"OTHER COMPLICATIONS OF PUERPERIUM, POSTPARTUM CONDITION OR COMPLICATION"
4958,674.94,"UNSPECIFIED COMPLICATIONS OF PUERPERIUM, POSTPARTUM CONDITION OR COMPLICATION"
4959,675.14,"ABSCESS OF BREAST ASSOCIATED WITH CHILDBIRTH, POSTPARTUM CONDITION OR COMPLICATION"
4960,675.20,"NONPURULENT MASTITIS ASSOCIATED WITH CHILDBIRTH, UNSPECIFIED AS TO EPISODE OF CARE OR NOT APPLICABLE"
4961,675.21,"NONPURULENT MASTITIS ASSOCIATED WITH CHILDBIRTH, DELIVERED, WITH OR WITHOUT MENTION OF ANTEPARTUM CONDITION"
4962,675.22,"NONPURULENT MASTITIS ASSOCIATED WITH CHILDBIRTH, DELIVERED, WITH MENTION OF POSTPARTUM COMPLICATION"
4963,675.23,"NONPURULENT MASTITIS ASSOCIATED WITH CHILDBIRTH, ANTEPARTUM CONDITION OR COMPLICATION"
4964,675.24,"NONPURULENT MASTITIS ASSOCIATED WITH CHILDBIRTH, POSTPARTUM CONDITION OR COMPLICATION"
4965,676.22,"ENGORGEMENT OF BREASTS ASSOCIATED WITH CHILDBIRTH, DELIVERED, WITH MENTION OF POSTPARTUM COMPLICATION"
4966,676.24,"ENGORGEMENT OF BREASTS ASSOCIATED WITH CHILDBIRTH, POSTPARTUM CONDITION OR COMPLICATION"
4967,676.32,"OTHER AND UNSPECIFIED DISORDER OF BREAST ASSOCIATED WITH CHILDBIRTH, DELIVERED, WITH MENTION OF POSTPARTUM COMPLICATION"
4968,676.33,"OTHER AND UNSPECIFIED DISORDER OF BREAST ASSOCIATED WITH CHILDBIRTH, ANTEPARTUM CONDITION OR COMPLICATION"
4969,676.34,"OTHER AND UNSPECIFIED DISORDER OF BREAST ASSOCIATED WITH CHILDBIRTH, POSTPARTUM CONDITION OR COMPLICATION"
4970,676.60,"GALACTORRHEA ASSOCIATED WITH CHILDBIRTH, UNSPECIFIED AS TO EPISODE OF CARE OR NOT APPLICABLE"
4971,676.64,"GALACTORRHEA ASSOCIATED WITH CHILDBIRTH, POSTPARTUM CONDITION OR COMPLICATION"
4972,676.84,"OTHER DISORDERS OF LACTATION, POSTPARTUM CONDITION OR COMPLICATION"
4973,677,"LATE EFFECT OF COMPLICATION OF PREGNANCY, CHILDBIRTH, AND THE PUERPERIUM"
4974,680.0,CARBUNCLE AND FURUNCLE OF FACE
4975,680.1,CARBUNCLE AND FURUNCLE OF NECK
4976,680.2,CARBUNCLE AND FURUNCLE OF TRUNK
4977,680.3,CARBUNCLE AND FURUNCLE OF UPPER ARM AND FOREARM
4978,680.4,CARBUNCLE AND FURUNCLE OF HAND
4979,680.5,CARBUNCLE AND FURUNCLE OF BUTTOCK
4980,680.6,"CARBUNCLE AND FURUNCLE OF LEG, EXCEPT FOOT"
4981,680.7,CARBUNCLE AND FURUNCLE OF FOOT
4982,680.8,CARBUNCLE AND FURUNCLE OF OTHER SPECIFIED SITES
4983,680.9,CARBUNCLE AND FURUNCLE OF UNSPECIFIED SITE
4984,681.00,"CELLULITIS AND ABSCESS OF FINGER, UNSPECIFIED"
4985,681.01,FELON
4986,681.02,ONYCHIA AND PARONYCHIA OF FINGER
4987,681.10,"CELLULITIS AND ABSCESS OF TOE, UNSPECIFIED"
4988,681.11,ONYCHIA AND PARONYCHIA OF TOE
4989,681.9,CELLULITIS AND ABSCESS OF UNSPECIFIED DIGIT
4990,682.0,CELLULITIS AND ABSCESS OF FACE
4991,682.1,CELLULITIS AND ABSCESS OF NECK
4992,682.2,CELLULITIS AND ABSCESS OF TRUNK
4993,682.3,CELLULITIS AND ABSCESS OF UPPER ARM AND FOREARM
4994,682.4,"CELLULITIS AND ABSCESS OF HAND, EXCEPT FINGERS AND THUMB"
4995,682.5,CELLULITIS AND ABSCESS OF BUTTOCK
4996,682.6,"CELLULITIS AND ABSCESS OF LEG, EXCEPT FOOT"
4997,682.7,"CELLULITIS AND ABSCESS OF FOOT, EXCEPT TOES"
4998,682.8,CELLULITIS AND ABSCESS OF OTHER SPECIFIED SITES
4999,682.9,CELLULITIS AND ABSCESS OF UNSPECIFIED SITES
5000,683,ACUTE LYMPHADENITIS
5001,684,IMPETIGO
5002,685.0,PILONIDAL CYST WITH ABSCESS
5003,685.1,PILONIDAL CYST WITHOUT MENTION OF ABSCESS
5004,686.00,"PYODERMA, UNSPECIFIED"
5005,686.01,PYODERMA GANGRENOSUM
5006,686.09,OTHER PYODERMA
5007,686.1,PYOGENIC GRANULOMA OF SKIN AND SUBCUTANEOUS TISSUE
5008,686.8,OTHER SPECIFIED LOCAL INFECTIONS OF SKIN AND SUBCUTANEOUS TISSUE
5009,686.9,UNSPECIFIED LOCAL INFECTION OF SKIN AND SUBCUTANEOUS TISSUE
5010,690.10,"SEBORRHEIC DERMATITIS, UNSPECIFIED"
5011,690.11,SEBORRHEA CAPITIS
5012,690.12,SEBORRHEIC INFANTILE DERMATITIS
5013,690.18,OTHER SEBORRHEIC DERMATITIS
5014,690.8,OTHER ERYTHEMATOSQUAMOUS DERMATOSIS
5015,691.0,DIAPER OR NAPKIN RASH
5016,691.8,OTHER ATOPIC DERMATITIS AND RELATED CONDITIONS
5017,692.0,CONTACT DERMATITIS AND OTHER ECZEMA DUE TO DETERGENTS
5018,692.1,CONTACT DERMATITIS AND OTHER ECZEMA DUE TO OILS AND GREASES
5019,692.2,CONTACT DERMATITIS AND OTHER ECZEMA DUE TO SOLVENTS
5020,692.3,CONTACT DERMATITIS AND OTHER ECZEMA DUE TO DRUGS AND MEDICINES IN CONTACT WITH SKIN
5021,692.4,CONTACT DERMATITIS AND OTHER ECZEMA DUE TO OTHER CHEMICAL PRODUCTS
5022,692.6,CONTACT DERMATITIS AND OTHER ECZEMA DUE TO PLANTS [EXCEPT FOOD]
5023,692.70,UNSPECIFIED DERMATITIS DUE TO SUN
5024,692.71,SUNBURN
5025,692.72,ACUTE DERMATITIS DUE TO SOLAR RADIATION
5026,692.73,ACTINIC RETICULOID AND ACTINIC GRANULOMA
5027,692.74,OTHER CHRONIC DERMATITIS DUE TO SOLAR RADIATION
5028,692.75,DISSEMINATED SUPERFICIAL ACTINIC POROKERATOSIS (DSAP)
5029,692.76,SUNBURN OF SECOND DEGREE
5030,692.79,OTHER DERMATITIS DUE TO SOLAR RADIATION
5031,692.81,DERMATITIS DUE TO COSMETICS
5032,692.82,DERMATITIS DUE TO OTHER RADIATION
5033,692.83,DERMATITIS DUE TO METALS
5034,692.89,CONTACT DERMATITIS AND OTHER ECZEMA DUE TO OTHER SPECIFIED AGENTS
5035,692.9,"CONTACT DERMATITIS AND OTHER ECZEMA, UNSPECIFIED CAUSE"
5036,693.0,DERMATITIS DUE TO DRUGS AND MEDICINES TAKEN INTERNALLY
5037,693.1,DERMATITIS DUE TO FOOD TAKEN INTERNALLY
5038,693.8,DERMATITIS DUE TO OTHER SPECIFIED SUBSTANCES TAKEN INTERNALLY
5039,693.9,DERMATITIS DUE TO UNSPECIFIED SUBSTANCE TAKEN INTERNALLY
5040,694.0,DERMATITIS HERPETIFORMIS
5041,694.1,SUBCORNEAL PUSTULAR DERMATOSIS
5042,694.4,PEMPHIGUS
5043,694.5,PEMPHIGOID
5044,694.60,BENIGN MUCOUS MEMBRANE PEMPHIGOID WITHOUT MENTION OF OCULAR INVOLVEMENT
5045,694.61,BENIGN MUCOUS MEMBRANE PEMPHIGOID WITH OCULAR INVOLVEMENT
5046,694.8,OTHER SPECIFIED BULLOUS DERMATOSES
5047,694.9,UNSPECIFIED BULLOUS DERMATOSES
5048,695.0,TOXIC ERYTHEMA
5049,695.10,"ERYTHEMA MULTIFORME, UNSPECIFIED"
5050,695.13,STEVENS-JOHNSON SYNDROME
5051,695.2,ERYTHEMA NODOSUM
5052,695.3,ROSACEA
5053,695.4,LUPUS ERYTHEMATOSUS
5054,695.81,RITTER'S DISEASE
5055,695.89,OTHER SPECIFIED ERYTHEMATOUS CONDITIONS
5056,695.9,UNSPECIFIED ERYTHEMATOUS CONDITION
5057,696.0,PSORIATIC ARTHROPATHY
5058,696.1,OTHER PSORIASIS
5059,696.2,PARAPSORIASIS
5060,696.3,PITYRIASIS ROSEA
5061,696.4,PITYRIASIS RUBRA PILARIS
5062,696.5,OTHER AND UNSPECIFIED PITYRIASIS
5063,696.8,OTHER PSORIASIS AND SIMILAR DISORDERS
5064,697.0,LICHEN PLANUS
5065,697.1,LICHEN NITIDUS
5066,697.8,"OTHER LICHEN, NOT ELSEWHERE CLASSIFIED"
5067,697.9,"LICHEN, UNSPECIFIED"
5068,698.0,PRURITUS ANI
5069,698.1,PRURITUS OF GENITAL ORGANS
5070,698.2,PRURIGO
5071,698.3,LICHENIFICATION AND LICHEN SIMPLEX CHRONICUS
5072,698.4,DERMATITIS FACTITIA [ARTEFACTA]
5073,698.8,OTHER SPECIFIED PRURITIC CONDITIONS
5074,698.9,UNSPECIFIED PRURITIC DISORDER
5075,700,CORNS AND CALLOSITIES
5076,701.0,CIRCUMSCRIBED SCLERODERMA
5077,701.1,"KERATODERMA, ACQUIRED"
5078,701.2,ACQUIRED ACANTHOSIS NIGRICANS
5079,701.3,STRIAE ATROPHICAE
5080,701.4,KELOID SCAR
5081,701.5,OTHER ABNORMAL GRANULATION TISSUE
5082,701.8,OTHER SPECIFIED HYPERTROPHIC AND ATROPHIC CONDITIONS OF SKIN
5083,701.9,UNSPECIFIED HYPERTROPHIC AND ATROPHIC CONDITIONS OF SKIN
5084,702.0,ACTINIC KERATOSIS
5085,702.11,INFLAMED SEBORRHEIC KERATOSIS
5086,702.19,OTHER SEBORRHEIC KERATOSIS
5087,702.8,OTHER SPECIFIED DERMATOSES
5088,703.0,INGROWING NAIL
5089,703.8,OTHER SPECIFIED DISEASES OF NAIL
5090,703.9,UNSPECIFIED DISEASE OF NAIL
5091,704.00,"ALOPECIA, UNSPECIFIED"
5092,704.01,ALOPECIA AREATA
5093,704.02,TELOGEN EFFLUVIUM
5094,704.09,OTHER ALOPECIA
5095,704.1,HIRSUTISM
5096,704.2,ABNORMALITIES OF THE HAIR
5097,704.3,VARIATIONS IN HAIR COLOR
5098,704.8,OTHER SPECIFIED DISEASES OF HAIR AND HAIR FOLLICLES
5099,704.9,UNSPECIFIED DISEASE OF HAIR AND HAIR FOLLICLES
5100,705.0,ANHIDROSIS
5101,705.1,PRICKLY HEAT
5102,705.21,PRIMARY FOCAL HYPERHIDROSIS
5103,705.22,SECONDARY FOCAL HYPERHIDROSIS
5104,705.81,DYSHIDROSIS
5105,705.82,FOX-FORDYCE DISEASE
5106,705.83,HIDRADENITIS
5107,705.89,OTHER SPECIFIED DISORDERS OF SWEAT GLANDS
5108,705.9,UNSPECIFIED DISORDER OF SWEAT GLANDS
5109,706.0,ACNE VARIOLIFORMIS
5110,706.1,OTHER ACNE
5111,706.2,SEBACEOUS CYST
5112,706.3,SEBORRHEA
5113,706.8,OTHER SPECIFIED DISEASES OF SEBACEOUS GLANDS
5114,706.9,UNSPECIFIED DISEASE OF SEBACEOUS GLANDS
5115,707.00,"PRESSURE ULCER, UNSPECIFIED SITE"
5116,707.01,"PRESSURE ULCER, ELBOW"
5117,707.02,"PRESSURE ULCER, UPPER BACK"
5118,707.03,"PRESSURE ULCER, LOWER BACK"
5119,707.04,"PRESSURE ULCER, HIP"
5120,707.05,"PRESSURE ULCER, BUTTOCK"
5121,707.06,"PRESSURE ULCER, ANKLE"
5122,707.07,"PRESSURE ULCER, HEEL"
5123,707.09,"PRESSURE ULCER, OTHER SITE"
5124,707.10,"ULCER OF LOWER LIMB, UNSPECIFIED"
5125,707.11,ULCER OF THIGH
5126,707.12,ULCER OF CALF
5127,707.13,ULCER OF ANKLE
5128,707.14,ULCER OF HEEL AND MIDFOOT
5129,707.15,ULCER OF OTHER PART OF FOOT
5130,707.19,ULCER OF OTHER PART OF LOWER LIMB
5131,707.20,"PRESSURE ULCER, UNSPECIFIED STAGE"
5132,707.8,CHRONIC ULCER OF OTHER SPECIFIED SITES
5133,707.9,CHRONIC ULCER OF UNSPECIFIED SITE
5134,708.0,ALLERGIC URTICARIA
5135,708.1,IDIOPATHIC URTICARIA
5136,708.2,URTICARIA DUE TO COLD AND HEAT
5137,708.3,DERMATOGRAPHIC URTICARIA
5138,708.5,CHOLINERGIC URTICARIA
5139,708.8,OTHER SPECIFIED URTICARIA
5140,708.9,"URTICARIA, UNSPECIFIED"
5141,709.00,"DYSCHROMIA, UNSPECIFIED"
5142,709.01,VITILIGO
5143,709.09,OTHER DYSCHROMIA
5144,709.1,VASCULAR DISORDERS OF SKIN
5145,709.2,SCAR CONDITIONS AND FIBROSIS OF SKIN
5146,709.3,DEGENERATIVE SKIN DISORDERS
5147,709.4,FOREIGN BODY GRANULOMA OF SKIN AND SUBCUTANEOUS TISSUE
5148,709.8,OTHER SPECIFIED DISORDERS OF SKIN
5149,709.9,UNSPECIFIED DISORDER OF SKIN AND SUBCUTANEOUS TISSUE
5150,710.0,SYSTEMIC LUPUS ERYTHEMATOSUS
5151,710.1,SYSTEMIC SCLEROSIS
5152,710.2,SICCA SYNDROME
5153,710.3,DERMATOMYOSITIS
5154,710.4,POLYMYOSITIS
5155,710.5,EOSINOPHILIA MYALGIA SYNDROME
5156,710.8,OTHER SPECIFIED DIFFUSE DISEASES OF CONNECTIVE TISSUE
5157,710.9,UNSPECIFIED DIFFUSE CONNECTIVE TISSUE DISEASE
5158,711.00,"PYOGENIC ARTHRITIS, SITE UNSPECIFIED"
5159,711.01,"PYOGENIC ARTHRITIS, SHOULDER REGION"
5160,711.02,"PYOGENIC ARTHRITIS, UPPER ARM"
5161,711.03,"PYOGENIC ARTHRITIS, FOREARM"
5162,711.04,"PYOGENIC ARTHRITIS, HAND"
5163,711.05,"PYOGENIC ARTHRITIS, PELVIC REGION AND THIGH"
5164,711.06,"PYOGENIC ARTHRITIS, LOWER LEG"
5165,711.07,"PYOGENIC ARTHRITIS, ANKLE AND FOOT"
5166,711.08,"PYOGENIC ARTHRITIS, OTHER SPECIFIED SITES"
5167,711.09,"PYOGENIC ARTHRITIS, MULTIPLE SITES"
5168,711.10,"ARTHROPATHY ASSOCIATED WITH REITER'S DISEASE AND NONSPECIFIC URETHRITIS, SITE UNSPECIFIED"
5169,711.16,"ARTHROPATHY ASSOCIATED WITH REITER'S DISEASE AND NONSPECIFIC URETHRITIS, LOWER LEG"
5170,711.17,"ARTHROPATHY ASSOCIATED WITH REITER'S DISEASE AND NONSPECIFIC URETHRITIS, ANKLE AND FOOT"
5171,711.30,"POSTDYSENTERIC ARTHROPATHY, SITE UNSPECIFIED"
5172,711.40,"ARTHROPATHY ASSOCIATED WITH OTHER BACTERIAL DISEASES, SITE UNSPECIFIED"
5173,711.50,"ARTHROPATHY ASSOCIATED WITH OTHER VIRAL DISEASES, SITE UNSPECIFIED"
5174,711.71,"ARTHROPATHY ASSOCIATED WITH HELMINTHIASIS, SHOULDER REGION"
5175,711.80,"ARTHROPATHY ASSOCIATED WITH OTHER INFECTIOUS AND PARASITIC DISEASES, SITE UNSPECIFIED"
5176,711.90,"UNSPECIFIED INFECTIVE ARTHRITIS, SITE UNSPECIFIED"
5177,711.91,"UNSPECIFIED INFECTIVE ARTHRITIS, SHOULDER REGION"
5178,711.92,"UNSPECIFIED INFECTIVE ARTHRITIS, UPPER ARM"
5179,711.93,"UNSPECIFIED INFECTIVE ARTHRITIS, FOREARM"
5180,711.94,"UNSPECIFIED INFECTIVE ARTHRITIS, HAND"
5181,711.95,"UNSPECIFIED INFECTIVE ARTHRITIS, PELVIC REGION AND THIGH"
5182,711.96,"UNSPECIFIED INFECTIVE ARTHRITIS, LOWER LEG"
5183,711.97,"UNSPECIFIED INFECTIVE ARTHRITIS, ANKLE AND FOOT"
5184,711.98,"UNSPECIFIED INFECTIVE ARTHRITIS, OTHER SPECIFIED SITES"
5185,712.10,"CHONDROCALCINOSIS, DUE TO DICALCIUM PHOSPHATE CRYSTALS, SITE UNSPECIFIED"
5186,712.20,"CHONDROCALCINOSIS, DUE TO PYROPHOSPHATE CRYSTALS, SITE UNSPECIFIED"
5187,712.21,"CHONDROCALCINOSIS, DUE TO PYROPHOSPHATE CRYSTALS, SHOULDER REGION"
5188,712.23,"CHONDROCALCINOSIS, DUE TO PYROPHOSPHATE CRYSTALS, FOREARM"
5189,712.24,"CHONDROCALCINOSIS, DUE TO PYROPHOSPHATE CRYSTALS, HAND"
5190,712.26,"CHONDROCALCINOSIS, DUE TO PYROPHOSPHATE CRYSTALS, LOWER LEG"
5191,712.27,"CHONDROCALCINOSIS, DUE TO PYROPHOSPHATE CRYSTALS, ANKLE AND FOOT"
5192,712.28,"CHONDROCALCINOSIS, DUE TO PYROPHOSPHATE CRYSTALS, OTHER SPECIFIED SITES"
5193,712.29,"CHONDROCALCINOSIS, DUE TO PYROPHOSPHATE CRYSTALS, MULTIPLE SITES"
5194,712.30,"CHONDROCALCINOSIS, UNSPECIFIED, SITE UNSPECIFIED"
5195,712.31,"CHONDROCALCINOSIS, UNSPECIFIED, SHOULDER REGION"
5196,712.33,"CHONDROCALCINOSIS, UNSPECIFIED, FOREARM"
5197,712.34,"CHONDROCALCINOSIS, UNSPECIFIED, HAND"
5198,712.36,"CHONDROCALCINOSIS, UNSPECIFIED, LOWER LEG"
5199,712.37,"CHONDROCALCINOSIS, UNSPECIFIED, ANKLE AND FOOT"
5200,712.38,"CHONDROCALCINOSIS, UNSPECIFIED, OTHER SPECIFIED SITES"
5201,712.90,"UNSPECIFIED CRYSTAL ARTHROPATHY, SITE UNSPECIFIED"
5202,712.96,"UNSPECIFIED CRYSTAL ARTHROPATHY, LOWER LEG"
5203,713.0,ARTHROPATHY ASSOCIATED WITH OTHER ENDOCRINE AND METABOLIC DISORDERS
5204,713.1,ARTHROPATHY ASSOCIATED WITH GASTROINTESTINAL CONDITIONS OTHER THAN INFECTIONS
5205,713.2,ARTHROPATHY ASSOCIATED WITH HEMATOLOGICAL DISORDERS
5206,713.3,ARTHROPATHY ASSOCIATED WITH DERMATOLOGICAL DISORDERS
5207,713.5,ARTHROPATHY ASSOCIATED WITH NEUROLOGICAL DISORDERS
5208,713.7,OTHER GENERAL DISEASES WITH ARTICULAR INVOLVEMENT
5209,713.8,ARTHROPATHY ASSOCIATED WITH OTHER CONDITIONS CLASSIFIABLE ELSEWHERE
5210,714.0,RHEUMATOID ARTHRITIS
5211,714.1,FELTY'S SYNDROME
5212,714.2,OTHER RHEUMATOID ARTHRITIS WITH VISCERAL OR SYSTEMIC INVOLVEMENT
5213,714.30,"POLYARTICULAR JUVENILE RHEUMATOID ARTHRITIS, CHRONIC OR UNSPECIFIED"
5214,714.31,"POLYARTICULAR JUVENILE RHEUMATOID ARTHRITIS, ACUTE"
5215,714.32,PAUCIARTICULAR JUVENILE RHEUMATOID ARTHRITIS
5216,714.33,MONOARTICULAR JUVENILE RHEUMATOID ARTHRITIS
5217,714.4,CHRONIC POSTRHEUMATIC ARTHROPATHY
5218,714.81,RHEUMATOID LUNG
5219,714.89,OTHER SPECIFIED INFLAMMATORY POLYARTHROPATHIES
5220,714.9,UNSPECIFIED INFLAMMATORY POLYARTHROPATHY
5221,715.00,"OSTEOARTHROSIS, GENERALIZED, SITE UNSPECIFIED"
5222,715.04,"OSTEOARTHROSIS, GENERALIZED, HAND"
5223,715.09,"OSTEOARTHROSIS, GENERALIZED, MULTIPLE SITES"
5224,715.10,"OSTEOARTHROSIS, LOCALIZED, PRIMARY, SITE UNSPECIFIED"
5225,715.11,"OSTEOARTHROSIS, LOCALIZED, PRIMARY, SHOULDER REGION"
5226,715.12,"OSTEOARTHROSIS, LOCALIZED, PRIMARY, UPPER ARM"
5227,715.13,"OSTEOARTHROSIS, LOCALIZED, PRIMARY, FOREARM"
5228,715.14,"OSTEOARTHROSIS, LOCALIZED, PRIMARY, HAND"
5229,715.15,"OSTEOARTHROSIS, LOCALIZED, PRIMARY, PELVIC REGION AND THIGH"
5230,715.16,"OSTEOARTHROSIS, LOCALIZED, PRIMARY, LOWER LEG"
